cases;deaths;countriesAndTerritories;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
1123;34;Guatemala;America;65.31874798
0;0;Guernsey;Europe;0
98;0;Guinea;Africa;7.30547356
0;0;Guinea Bissau;Africa;5.10173006
55;0;Guyana;America;28.74389192
94;4;Haiti;America;3.24067691
0;0;Holy See;Europe;0
254;18;Honduras;America;79.13922625
22;0;Hungary;Europe;2.90603797
4;0;Iceland;Europe;31.09322084
66999;942;India;Asia;59.48729782
1942;79;Indonesia;Asia;9.71305124
2510;188;Iran;Asia;41.95919253
3441;57;Iraq;Asia;107.1895858
37;1;Ireland;Europe;18.26990522
0;0;Isle of Man;Europe;0
1595;17;Israel;Asia;234.7355844
476;10;Italy;Europe;8.17931931
18;0;Jamaica;America;7.08888615
932;4;Japan;Asia;14.17701215
4;0;Jersey;Europe;14.84285131
20;0;Jordan;Asia;1.14832191
1489;0;Kazakhstan;Asia;158.693983
679;18;Kenya;Africa;17.07879491
205;11;Kosovo;Europe;163.969428
717;3;Kuwait;Asia;187.3509803
0;0;Kyrgyzstan;Asia;86.28629312
0;0;Laos;Asia;0
0;0;Latvia;Europe;4.11465191
292;2;Lebanon;Asia;46.79311797
17;0;Lesotho;Africa;10.44574635
2;1;Liberia;Africa;1.47851874
373;7;Libya;Africa;48.46953568
1;0;Liechtenstein;Europe;5.21131898
26;0;Lithuania;Europe;9.51977393
58;0;Luxembourg;Europe;124.9401363
80;4;Madagascar;Africa;11.42039028
40;0;Malawi;Africa;4.79903401
11;0;Malaysia;Asia;0.49452596
143;1;Maldives;Asia;338.8221645
5;0;Mali;Africa;0.31030587
55;0;Malta;Europe;83.47532919
48;0;Mauritania;Africa;7.71151765
0;0;Mauritius;Africa;0
6306;737;Mexico;America;63.87588642
474;6;Moldova;Europe;117.4795178
2;0;Monaco;Europe;39.29273084
4;0;Mongolia;Asia;0.18603694
65;2;Montenegro;Europe;128.0975663
0;0;Montserrat;America;0
1499;23;Morocco;Africa;39.70468554
78;2;Mozambique;Africa;2.6707464
1;0;Myanmar;Asia;0.01480236
177;3;Namibia;Africa;56.92468784
484;8;Nepal;Asia;18.03296653
654;2;Netherlands;Europe;40.22065988
0;0;New Caledonia;Oceania;0.35366056
18;0;New Zealand;Oceania;0.58539906
0;0;Nicaragua;America;6.76800545
3;0;Niger;Africa;0.11582654
453;0;Nigeria;Africa;2.75423008
252;2;North Macedonia;Europe;82.46948196
0;0;Northern Mariana Islands;Oceania;12.23498156
66;0;Norway;Europe;11.2608132
249;6;Oman;Asia;74.97499493
753;10;Pakistan;Asia;4.28138731
499;1;Palestine;Asia;113.1203098
913;23;Panama;America;332.2312337
55;0;Papua New Guinea;Oceania;2.34727902
499;7;Paraguay;America;44.74324376
8875;212;Peru;America;301.0477058
4211;92;Philippines;Asia;53.88903105
715;9;Poland;Europe;24.3858685
278;3;Portugal;Europe;25.397463
671;8;Puerto Rico;America;273.1638738
292;2;Qatar;Asia;133.6477793
1415;43;Romania;Europe;87.26486209
5102;129;Russia;Europe;50.53119764
18;1;Rwanda;Africa;2.00365283
0;0;Saint Kitts and Nevis;America;0
0;0;Saint Lucia;America;0.54706092
0;0;Saint Vincent and the Grenadines;America;4.5210818
0;0;San Marino;Europe;31.92755348
1;0;Sao Tome and Principe;Africa;6.51017447
1569;36;Saudi Arabia;Asia;59.66699067
207;4;Senegal;Africa;9.97768704
254;6;Serbia;Europe;55.41543338
0;0;Seychelles;Africa;13.30045733
5;0;Sierra Leone;Africa;1.7150448
42;0;Singapore;Asia;66.57084187
29;0;Sint Maarten;America;299.6060299
75;0;Slovakia;Europe;8.16450693
31;3;Slovenia;Europe;9.03451762
0;0;Somalia;Africa;0.09713198
2810;259;South Africa;Africa;167.0063084
56;0;South Korea;Asia;0.97803194
5;0;South Sudan;Africa;1.40117883
7550;26;Spain;Europe;110.5821285
1;0;Sri Lanka;Asia;0.32827271
82;6;Sudan;Africa;1.44581453
94;0;Suriname;America;179.9220109
443;3;Sweden;Europe;37.42845315
273;1;Switzerland;Europe;27.67853621
5;0;Syria;Asia;3.60278409
0;0;Taiwan;Asia;0.05888816
41;0;Tajikistan;Asia;6.35123419
0;0;Thailand;Asia;0.07468519
0;0;Timor Leste;Asia;0.07733234
22;0;Togo;Africa;2.42503457
31;0;Trinidad and Tobago;America;12.18665074
42;0;Tunisia;Africa;2.49685307
1212;18;Turkey;Europe;18.86252165
17;0;Turks and Caicos islands;America;371.7861444
19;0;Uganda;Africa;0.43370633
1592;22;Ukraine;Europe;42.14927143
246;0;United Arab Emirates;Asia;33.6829358
1009;20;United Kingdom;Europe;18.51993227
0;0;United Republic of Tanzania;Africa;0
55941;1490;United States of America;America;234.0468279
0;0;United States Virgin Islands;America;242.8785894
8;0;Uruguay;America;4.50641601
622;5;Uzbekistan;Asia;30.21371084
1150;9;Venezuela;America;43.89491885
17;1;Vietnam;Asia;0.43955083
0;0;Western Sahara;Africa;0
10;5;Yemen;Asia;0.4457868
226;5;Zambia;Africa;18.20723257
75;18;Zimbabwe;Africa;13.75168969
79;9;Afghanistan;Asia;2.3185049
154;5;Albania;Europe;61.97537963
488;8;Algeria;Africa;17.08589593
4;0;Andorra;Europe;77.45119918
27;0;Angola;Africa;2.14923354
0;0;Anguilla;America;0
1;0;Antigua and Barbuda;America;2.0594141
7663;158;Argentina;America;200.0371812
229;3;Armenia;Europe;83.61147475
96;1;Aruba;America;728.0594488
231;9;Australia;Oceania;24.02472702
229;1;Austria;Europe;19.42706525
91;3;Azerbaijan;Europe;23.43815547
53;0;Bahamas;America;149.1709587
462;1;Bahrain;Asia;302.8947747
2617;44;Bangladesh;Asia;20.99159972
1;0;Barbados;America;11.84582313
101;4;Belarus;Europe;16.27098447
669;12;Belgium;Europe;72.68112427
60;0;Belize;America;78.90334596
0;0;Benin;Africa;1.95743619
0;0;Bermuda;America;4.79938568
3;0;Bhutan;Asia;3.93136363
0;0;Bolivia;America;172.2993508
0;0;Bonaire, Saint Eustatius and Saba;America;7.69734057
223;5;Bosnia and Herzegovina;Europe;113.299069
148;1;Botswana;Africa;17.79743309
60091;1262;Brazil;America;291.2937224
0;0;British Virgin Islands;America;3.3296707
0;0;Brunei Darussalam;Asia;0.23078911
176;2;Bulgaria;Europe;37.84264631
10;0;Burkina Faso;Africa;0.59543192
0;0;Burundi;Africa;0.19946964
1;0;Cambodia;Asia;0.23655658
45;0;Cameroon;Africa;4.06934708
405;9;Canada;America;14.56522003
73;0;Cape Verde;Africa;127.2875389
0;0;Cayman Islands;America;0
0;0;Central African Republic;Africa;0.99047897
0;0;Chad;Africa;0.08779146
1866;94;Chile;America;139.81612
99;3;China;Asia;0.11542885
11286;308;Colombia;America;293.5769472
0;0;Comoros;Africa;2.46800119
0;0;Congo;Africa;6.85809359
1072;9;Costa Rica;America;175.114278
42;0;Cote dIvoire;Africa;3.54246529
180;1;Croatia;Europe;24.01719621
46;0;Cuba;America;5.09110879
0;0;Curaçao;America;1.83572692
14;0;Cyprus;Europe;25.23121958
326;0;Czechia;Europe;28.7235441
51;9;Democratic Republic of the Congo;Africa;0.66597098
144;0;Denmark;Europe;25.64552579
0;0;Djibouti;Africa;28.45236591
0;0;Dominica;America;0
910;22;Dominican Republic;America;141.7176733
1233;26;Ecuador;America;80.42636044
145;22;Egypt;Africa;2.3419116
349;7;El Salvador;America;89.29968777
0;0;Equatorial Guinea;Africa;129.0577604
0;0;Eritrea;Africa;0.1715699
0;0;Estonia;Europe;9.28428013
74;2;Eswatini;Africa;89.01407764
1086;16;Ethiopia;Africa;8.55559325
0;0;Falkland Islands (Malvinas);America;0
23;0;Faroe Islands;Europe;291.7188816
0;0;Fiji;Oceania;0
41;0;Finland;Europe;4.71192129
2669;17;France;Europe;34.01137062
11;0;French Polynesia;Oceania;31.50903199
0;0;Gabon;Africa;33.37049349
79;10;Gambia;Africa;49.11198043
23;0;Georgia;Europe;3.65295707
1449;14;Germany;Europe;15.31573179
122;0;Ghana;Africa;22.04297226
2;0;Gibraltar;Europe;53.40295496
204;5;Greece;Europe;18.46222875
0;0;Greenland;America;0
0;0;Grenada;America;0
28;0;Guam;Oceania;72.32732598
1195;29;Guatemala;America;65.17086506
0;0;Guernsey;Europe;0
82;0;Guinea;Africa;7.48556562
65;4;Guinea Bissau;Africa;7.07995192
8;0;Guyana;America;29.38264508
67;5;Haiti;America;3.53366961
0;0;Holy See;Europe;0
385;9;Honduras;America;78.14395787
45;2;Hungary;Europe;3.15161864
4;0;Iceland;Europe;29.13238709
64553;1007;India;Asia;60.1807168
2098;65;Indonesia;Asia;9.78473701
2625;174;Iran;Asia;41.96401681
3841;53;Iraq;Asia;109.4231261
91;0;Ireland;Europe;18.39224834
0;0;Isle of Man;Europe;0
1268;12;Israel;Asia;228.2210205
522;6;Italy;Europe;8.41126274
6;0;Jamaica;America;7.02104992
1069;10;Japan;Asia;13.98309805
1;0;Jersey;Europe;15.77052952
17;0;Jordan;Asia;1.27701316
1410;0;Kazakhstan;Asia;158.6724213
650;4;Kenya;Africa;16.81630758
193;8;Kosovo;Europe;160.3553171
701;0;Kuwait;Asia;189.1336907
310;3;Kyrgyzstan;Asia;82.04679317
0;0;Laos;Asia;0
4;0;Latvia;Europe;4.11465191
298;3;Lebanon;Asia;49.25821677
17;0;Lesotho;Africa;9.92816432
0;0;Liberia;Africa;1.43801138
748;3;Libya;Africa;56.481395
1;0;Liechtenstein;Europe;5.21131898
21;0;Lithuania;Europe;9.59135118
68;0;Luxembourg;Europe;122.4967177
125;6;Madagascar;Africa;10.28576709
160;1;Malawi;Africa;4.99765175
15;0;Malaysia;Asia;0.51643534
128;0;Maldives;Asia;334.3020245
15;0;Mali;Africa;0.38152362
31;0;Malta;Europe;87.93274968
24;0;Mauritania;Africa;7.77780577
0;0;Mauritius;Africa;0
6249;627;Mexico;America;62.87647845
390;15;Moldova;Europe;127.1252045
2;0;Monaco;Europe;45.33776636
0;0;Mongolia;Asia;0.18603694
44;0;Montenegro;Europe;126.0081455
0;0;Montserrat;America;0
1241;28;Morocco;Africa;40.23934569
79;0;Mozambique;Africa;2.73331629
8;0;Myanmar;Asia;0.02960473
138;5;Namibia;Africa;59.81101004
525;4;Nepal;Asia;18.91032156
577;4;Netherlands;Europe;41.58044337
0;0;New Caledonia;Oceania;0.35366056
13;0;New Zealand;Oceania;0.85719148
0;0;Nicaragua;America;6.76800545
0;0;Niger;Africa;0.11582654
373;10;Nigeria;Africa;2.700489
140;2;North Macedonia;Europe;83.48049137
0;0;Northern Mariana Islands;Oceania;12.23498156
33;1;Norway;Europe;11.46726144
232;12;Oman;Asia;67.77900346
626;14;Pakistan;Asia;4.15348133
432;1;Palestine;Asia;114.1641885
1069;19;Panama;America;335.6929569
2;0;Papua New Guinea;Oceania;2.26751711
371;4;Paraguay;America;45.16909951
9441;3935;Peru;America;309.1435612
3777;22;Philippines;Asia;53.78636414
811;14;Poland;Europe;24.90202727
325;6;Portugal;Europe;26.07862101
372;11;Puerto Rico;America;268.4253516
343;0;Qatar;Asia;134.9189339
1454;53;Romania;Europe;87.76964054
5057;124;Russia;Europe;50.22133749
11;0;Rwanda;Africa;1.63143274
0;0;Saint Kitts and Nevis;America;0
0;0;Saint Lucia;America;0
0;0;Saint Vincent and the Grenadines;America;4.5210818
0;0;San Marino;Europe;31.92755348
0;0;Sao Tome and Principe;Africa;5.58014955
1482;34;Saudi Arabia;Asia;59.23802565
153;2;Senegal;Africa;10.02677776
247;3;Serbia;Europe;54.35278967
0;0;Seychelles;Africa;13.30045733
3;0;Sierra Leone;Africa;1.56145869
102;0;Singapore;Asia;63.53862961
15;0;Sint Maarten;America;318.4788507
49;0;Slovakia;Europe;8.69657592
29;1;Slovenia;Europe;9.27479735
0;0;Somalia;Africa;0.09713198
3946;260;South Africa;Africa;154.8816327
103;0;South Korea;Asia;1.10882663
1;0;South Sudan;Africa;1.4102187
5479;12;Spain;Europe;115.6676622
1;0;Sri Lanka;Asia;0.31889349
0;0;Sudan;Africa;1.44581453
108;1;Suriname;America;191.102633
363;5;Sweden;Europe;38.81650234
233;1;Switzerland;Europe;27.84238379
100;2;Syria;Asia;4.06558075
0;0;Taiwan;Asia;0.05888816
38;0;Tajikistan;Asia;6.2654067
20;0;Thailand;Asia;0.09479275
0;0;Timor Leste;Asia;0.07733234
12;0;Togo;Africa;2.18995469
78;0;Trinidad and Tobago;America;17.2046834
67;1;Tunisia;Africa;2.8474386
1243;21;Turkey;Europe;19.19909109
17;0;Turks and Caicos islands;America;403.2046918
21;2;Uganda;Africa;0.46533075
1732;19;Ukraine;Europe;43.36535622
277;1;United Arab Emirates;Asia;30.53059784
1129;18;United Kingdom;Europe;18.94455682
0;0;United Republic of Tanzania;Africa;0
51094;1083;United States of America;America;228.8995153
65;0;United States Virgin Islands;America;305.0325591
16;0;Uruguay;America;4.79528883
724;5;Uzbekistan;Asia;30.32892619
1281;12;Venezuela;America;43.87037108
28;3;Vietnam;Asia;0.41674395
0;0;Western Sahara;Africa;0
6;0;Yemen;Asia;0.41492464
162;0;Zambia;Africa;17.40100825
97;6;Zimbabwe;Africa;12.95963606
7;0;Afghanistan;Asia;1.89528575
146;6;Albania;Europe;64.31605068
477;10;Algeria;Africa;16.88614239
8;0;Andorra;Europe;84.01486013
53;3;Angola;Africa;2.21836093
0;0;Anguilla;America;0
0;0;Antigua and Barbuda;America;2.0594141
7498;182;Argentina;America;202.5404932
276;5;Armenia;Europe;83.10432873
79;0;Aruba;America;801.4297808
385;14;Australia;Oceania;23.16372524
221;0;Austria;Europe;20.91711326
103;4;Azerbaijan;Europe;21.29836633
30;2;Bahamas;America;139.9280077
326;1;Bahrain;Asia;308.9270786
2766;34;Bangladesh;Asia;20.98791978
4;0;Barbados;America;13.23944938
105;4;Belarus;Europe;15.86897054
587;12;Belgium;Europe;72.97792444
32;1;Belize;America;87.10109619
0;0;Benin;Africa;1.66085495
0;0;Bermuda;America;4.79938568
2;0;Bhutan;Asia;4.19345454
1388;57;Bolivia;America;170.8488295
0;0;Bonaire, Saint Eustatius and Saba;America;7.69734057
350;6;Bosnia and Herzegovina;Europe;123.901923
0;0;Botswana;Africa;17.79743309
50644;1060;Brazil;America;290.4697452
0;0;British Virgin Islands;America;3.3296707
0;0;Brunei Darussalam;Asia;0.23078911
174;8;Bulgaria;Europe;36.47122537
2;0;Burkina Faso;Africa;0.47732972
2;0;Burundi;Africa;0.18212445
0;0;Cambodia;Asia;0.20622881
161;0;Cameroon;Africa;4.69153596
418;5;Canada;America;14.31128428
63;0;Cape Verde;Africa;124.5599488
0;0;Cayman Islands;America;0
0;0;Central African Republic;Africa;0.92725691
2;0;Chad;Africa;0.09406227
2077;41;Chile;America;139.5311902
70;1;China;Asia;0.10873328
11306;347;Colombia;America;297.1884294
0;0;Comoros;Africa;1.99790572
0;0;Congo;Africa;6.85809359
802;9;Costa Rica;America;180.5030192
46;1;Cote dIvoire;Africa;3.45302874
208;2;Croatia;Europe;27.47626125
55;0;Cuba;America;5.47933892
0;0;Curaçao;America;1.83572692
13;0;Cyprus;Europe;23.29035654
292;3;Czechia;Europe;29.28693497
16;4;Democratic Republic of the Congo;Africa;0.61527423
165;0;Denmark;Europe;27.38508126
9;0;Djibouti;Africa;29.37681101
0;0;Dominica;America;0
1354;16;Dominican Republic;America;138.1791546
1066;20;Ecuador;America;80.89258352
112;17;Egypt;Africa;2.13371955
321;11;El Salvador;America;88.04456462
0;0;Equatorial Guinea;Africa;129.0577604
0;0;Eritrea;Africa;0.1715699
3;0;Estonia;Europe;8.52946061
71;3;Eswatini;Africa;89.01407764
1038;13;Ethiopia;Africa;8.66533754
0;0;Falkland Islands (Malvinas);America;0
0;0;Faroe Islands;Europe;281.44709
0;0;Fiji;Oceania;0
17;0;Finland;Europe;4.85690348
2846;18;France;Europe;36.24974619
16;0;French Polynesia;Oceania;37.2379469
148;0;Gabon;Africa;40.18267699
67;7;Gambia;Africa;47.91932175
0;0;Georgia;Europe;3.45279504
1415;6;Germany;Europe;15.8698204
216;8;Ghana;Africa;21.57285368
1;0;Gibraltar;Europe;56.36978579
251;2;Greece;Europe;20.09399139
0;0;Greenland;America;0
0;0;Grenada;America;0
25;0;Guam;Oceania;85.47774889
1144;45;Guatemala;America;66.20035769
0;0;Guernsey;Europe;0
62;0;Guinea;Africa;7.45424526
0;0;Guinea Bissau;Africa;7.07995192
18;0;Guyana;America;30.14914886
21;4;Haiti;America;3.61357671
0;0;Holy See;Europe;0
425;6;Honduras;America;72.49042311
40;0;Hungary;Europe;3.56091977
7;0;Iceland;Europe;27.45167245
65002;996;India;Asia;60.75769993
2307;53;Indonesia;Asia;9.88339731
2501;169;Iran;Asia;41.75536662
4013;68;Iraq;Asia;111.1199045
66;0;Ireland;Europe;18.96318288
0;0;Isle of Man;Europe;0
1258;14;Israel;Asia;236.0502352
574;3;Italy;Europe;8.7343268
11;0;Jamaica;America;7.39414919
2064;13;Japan;Asia;15.13869993
3;0;Jersey;Europe;18.55356414
9;0;Jordan;Asia;1.34630845
1267;47;Kazakhstan;Asia;158.5538321
580;5;Kenya;Africa;16.54430985
142;8;Kosovo;Europe;155.6847739
699;5;Kuwait;Asia;195.5752177
304;4;Kyrgyzstan;Asia;79.08537776
0;0;Laos;Asia;0
1;0;Latvia;Europe;4.01048351
334;2;Lebanon;Asia;50.90647809
69;1;Lesotho;Africa;13.17481521
0;0;Liberia;Africa;1.33674297
277;4;Libya;Africa;60.56847609
0;0;Liechtenstein;Europe;5.21131898
22;0;Lithuania;Europe;9.91344879
37;0;Luxembourg;Europe;115.6551457
121;2;Madagascar;Africa;10.28947501
76;3;Malawi;Africa;4.88492276
20;0;Malaysia;Asia;0.54147462
78;1;Maldives;Asia;335.0553811
0;0;Mali;Africa;0.31539286
72;0;Malta;Europe;98.87369089
0;0;Mauritania;Africa;7.22540479
0;0;Mauritius;Africa;0
6049;615;Mexico;America;62.39754648
396;6;Moldova;Europe;117.4795178
0;0;Monaco;Europe;45.33776636
1;0;Mongolia;Asia;0.21704309
73;0;Montenegro;Europe;131.4727845
0;0;Montserrat;America;0
1306;27;Morocco;Africa;40.9056145
70;0;Mozambique;Africa;2.77942042
5;0;Myanmar;Asia;0.03885621
182;4;Namibia;Africa;64.02022991
594;4;Nepal;Asia;20.20363375
636;2;Netherlands;Europe;43.30476457
0;0;New Caledonia;Oceania;0.35366056
7;0;New Zealand;Oceania;0.96172703
0;0;Nicaragua;America;6.76800545
4;0;Niger;Africa;0.13298603
329;7;Nigeria;Africa;2.63430787
189;3;North Macedonia;Europe;85.88765663
1;0;Northern Mariana Islands;Oceania;13.98283607
67;4;Norway;Europe;12.04907012
212;6;Oman;Asia;72.04031685
747;9;Pakistan;Asia;4.4984119
531;1;Palestine;Asia;116.9144072
956;12;Panama;America;333.1261009
0;0;Papua New Guinea;Oceania;2.26751711
688;11;Paraguay;America;53.0758212
8300;208;Peru;America;312.3948223
6134;16;Philippines;Asia;55.77865724
832;14;Poland;Europe;25.36288332
235;2;Portugal;Europe;26.3802767
682;5;Puerto Rico;America;284.5499631
251;0;Qatar;Asia;135.4838915
1415;44;Romania;Europe;88.3877366
5065;114;Russia;Europe;49.93547094
93;0;Rwanda;Africa;2.1462052
0;0;Saint Kitts and Nevis;America;0
0;0;Saint Lucia;America;0
0;0;Saint Vincent and the Grenadines;America;2.71264908
0;0;San Marino;Europe;31.92755348
1;0;Sao Tome and Principe;Africa;5.58014955
1383;35;Saudi Arabia;Asia;58.35383246
132;5;Senegal;Africa;10.06359579
235;4;Serbia;Europe;52.85934446
0;0;Seychelles;Africa;13.30045733
7;0;Sierra Leone;Africa;1.65105059
83;0;Singapore;Asia;58.14611576
6;0;Sint Maarten;America;332.6334662
62;0;Slovakia;Europe;9.33872815
37;0;Slovenia;Europe;9.80341274
23;0;Somalia;Africa;0.24606768
6275;286;South Africa;Africa;146.7888385
166;0;South Korea;Asia;1.37236817
4;0;South Sudan;Africa;1.44637815
0;0;Spain;Europe;115.6676622
4;0;Sri Lanka;Asia;0.33296232
47;1;Sudan;Africa;1.20990618
77;1;Suriname;America;194.7148339
344;1;Sweden;Europe;39.41277699
268;0;Switzerland;Europe;29.37552892
83;3;Syria;Asia;4.55181014
1;0;Taiwan;Asia;0.03365037
39;0;Tajikistan;Asia;6.22249296
0;0;Thailand;Asia;0.09192024
0;0;Timor Leste;Asia;0.07733234
20;0;Togo;Africa;2.26419044
8;0;Trinidad and Tobago;America;17.41974194
56;0;Tunisia;Africa;3.14671893
1226;22;Turkey;Europe;19.49663798
16;0;Turks and Caicos islands;America;437.2414515
32;1;Uganda;Africa;0.52180293
0;0;Ukraine;Europe;40.88772553
330;1;United Arab Emirates;Asia;33.9081028
1440;11;United Kingdom;Europe;19.78480328
0;0;United Republic of Tanzania;Africa;0
64838;1336;United States of America;America;228.2355126
30;0;United States Virgin Islands;America;313.6384934
12;1;Uruguay;America;4.53530329
690;5;Uzbekistan;Asia;30.15913515
1012;7;Venezuela;America;44.91189788
19;0;Vietnam;Asia;0.38564366
0;0;Western Sahara;Africa;0
11;0;Yemen;Asia;0.4457868
358;10;Zambia;Africa;17.12106925
82;0;Zimbabwe;Africa;12.9937763
120;7;Afghanistan;Asia;2.21072859
143;6;Albania;Europe;65.11956462
469;9;Algeria;Africa;16.68406613
0;0;Andorra;Europe;84.01486013
37;3;Angola;Africa;2.31890987
0;0;Anguilla;America;0
0;0;Antigua and Barbuda;America;2.0594141
6365;137;Argentina;America;203.5141275
196;3;Armenia;Europe;82.66480217
75;0;Aruba;America;871.978177
292;4;Australia;Oceania;22.82646648
260;3;Austria;Europe;22.42973775
89;2;Azerbaijan;Europe;19.40738988
133;0;Bahamas;America;167.6568606
378;2;Bahrain;Asia;319.2855802
2644;34;Bangladesh;Asia;21.26084861
2;0;Barbados;America;9.75538375
116;4;Belarus;Europe;15.63622564
163;9;Belgium;Europe;72.13117101
64;0;Belize;America;101.4471591
62;1;Benin;Africa;2.18622743
3;0;Bermuda;America;9.59877136
0;0;Bhutan;Asia;4.06240909
2687;119;Bolivia;America;176.7812011
0;0;Bonaire, Saint Eustatius and Saba;America;7.69734057
1;5;Bosnia and Herzegovina;Europe;110.8755595
0;0;Botswana;Africa;17.79743309
41576;709;Brazil;America;288.6616387
0;0;British Virgin Islands;America;3.3296707
0;0;Brunei Darussalam;Asia;0.23078911
90;3;Bulgaria;Europe;35.67122983
9;0;Burkina Faso;Africa;0.49209249
0;0;Burundi;Africa;0.14743408
0;0;Cambodia;Asia;0.20016326
0;0;Cameroon;Africa;4.69153596
237;4;Canada;America;14.17763388
27;1;Cape Verde;Africa;124.1962701
0;0;Cayman Islands;America;0
0;0;Central African Republic;Africa;0.80081278
1;0;Chad;Africa;0.10033309
1791;55;Chile;America;138.4758945
65;2;China;Asia;0.10127051
11578;318;Colombia;America;298.9862244
4;0;Comoros;Africa;1.99790572
0;0;Congo;Africa;6.65365178
806;10;Costa Rica;America;189.200289
58;2;Cote dIvoire;Africa;3.43747455
162;2;Croatia;Europe;29.34072183
63;0;Cuba;America;5.81462858
1;0;Curaçao;America;2.44763589
14;0;Cyprus;Europe;23.74703019
198;1;Czechia;Europe;29.97239385
33;1;Democratic Republic of the Congo;Africa;0.63831821
104;0;Denmark;Europe;29.1763067
0;0;Djibouti;Africa;29.37681101
0;0;Dominica;America;0
1057;29;Dominican Republic;America;131.5770237
1279;35;Ecuador;America;83.20643144
116;17;Egypt;Africa;2.01219117
305;17;El Salvador;America;86.29359035
0;0;Equatorial Guinea;Africa;0
0;0;Eritrea;Africa;0.1715699
7;0;Estonia;Europe;8.45397865
75;1;Eswatini;Africa;90.49474233
1652;17;Ethiopia;Africa;9.7208456
0;0;Falkland Islands (Malvinas);America;0
8;0;Faroe Islands;Europe;297.8819566
0;0;Fiji;Oceania;0
20;0;Finland;Europe;5.02000845
3310;3;France;Europe;41.18909494
0;0;French Polynesia;Oceania;37.2379469
0;0;Gabon;Africa;31.94361721
66;4;Gambia;Africa;50.73058863
15;0;Georgia;Europe;3.75303808
625;0;Germany;Europe;16.33356847
147;0;Ghana;Africa;17.08207067
3;0;Gibraltar;Europe;62.30344746
226;3;Greece;Europe;21.17561692
0;0;Greenland;America;0
0;0;Grenada;America;0
14;0;Guam;Oceania;93.84619983
885;14;Guatemala;America;64.46557729
0;0;Guernsey;Europe;0
83;0;Guinea;Africa;8.03367189
0;0;Guinea Bissau;Africa;7.07995192
25;0;Guyana;America;31.17115391
0;0;Haiti;America;3.22291977
0;0;Holy See;Europe;0
512;19;Honduras;America;74.8400773
24;0;Hungary;Europe;3.59161735
16;0;Iceland;Europe;29.6926253
63490;944;India;Asia;61.39842638
2345;50;Indonesia;Asia;10.17346598
2245;161;Iran;Asia;41.38992726
4293;76;Iraq;Asia;116.7113871
196;0;Ireland;Europe;22.0625418
0;0;Isle of Man;Europe;0
1263;9;Israel;Asia;235.4633375
629;158;Italy;Europe;9.28767754
0;0;Jamaica;America;6.749705
1137;3;Japan;Asia;14.68781025
0;0;Jersey;Europe;18.55356414
10;0;Jordan;Asia;1.43540239
1380;5;Kazakhstan;Asia;131.4561876
515;7;Kenya;Africa;16.14106845
145;9;Kosovo;Europe;151.2922392
512;4;Kuwait;Asia;196.0743766
483;4;Kyrgyzstan;Asia;80.06732077
0;0;Laos;Asia;0
7;0;Latvia;Europe;4.01048351
397;3;Lebanon;Asia;54.14465521
19;0;Lesotho;Africa;9.45763521
5;0;Liberia;Africa;1.37725034
411;6;Libya;Africa;60.74553376
2;0;Liechtenstein;Europe;10.42263797
34;0;Lithuania;Europe;10.48606677
34;1;Luxembourg;Europe;121.1935611
81;2;Madagascar;Africa;9.08810928
38;1;Malawi;Africa;4.50915947
26;0;Malaysia;Asia;0.59468311
107;0;Maldives;Asia;325.8267619
17;0;Mali;Africa;0.40187154
63;0;Malta;Europe;108.598972
0;0;Mauritania;Africa;6.8939642
0;0;Mauritius;Africa;0
3144;635;Mexico;America;61.94526538
422;11;Moldova;Europe;118.518284
0;0;Monaco;Europe;45.33776636
0;0;Mongolia;Asia;0.15503078
30;2;Montenegro;Europe;122.4722027
0;0;Montserrat;America;0
1776;21;Morocco;Africa;43.87503473
83;0;Mozambique;Africa;2.91114651
0;0;Myanmar;Asia;0.03885621
181;4;Namibia;Africa;67.46778143
468;3;Nepal;Asia;20.73843582
652;2;Netherlands;Europe;44.58353969
0;0;New Caledonia;Oceania;0.35366056
13;0;New Zealand;Oceania;1.17079812
0;0;Nicaragua;America;6.76800545
0;0;Niger;Africa;0.12440629
325;1;Nigeria;Africa;2.60395411
107;4;North Macedonia;Europe;84.39521417
0;0;Northern Mariana Islands;Oceania;8.73927254
0;0;Norway;Europe;12.04907012
181;5;Oman;Asia;75.67851365
670;6;Pakistan;Asia;4.80778739
498;3;Palestine;Asia;120.4274603
1263;12;Panama;America;336.3287836
0;0;Papua New Guinea;Oceania;2.0510205
304;19;Paraguay;America;55.30446628
9507;219;Peru;America;318.7281682
4258;158;Philippines;Asia;55.2052024
771;11;Poland;Europe;25.66046465
198;3;Portugal;Europe;25.99104355
567;18;Puerto Rico;America;266.6867571
277;2;Qatar;Asia;137.6377923
1328;50;Romania;Europe;88.91826905
5061;119;Russia;Europe;49.66057289
59;0;Rwanda;Africa;2.45506868
0;0;Saint Kitts and Nevis;America;0
0;0;Saint Lucia;America;0
0;0;Saint Vincent and the Grenadines;America;1.80843272
0;0;San Marino;Europe;31.92755348
2;0;Sao Tome and Principe;Africa;5.11513709
1413;31;Saudi Arabia;Asia;57.88693177
160;2;Senegal;Africa;10.72632039
238;5;Serbia;Europe;51.53821985
0;0;Seychelles;Africa;13.30045733
7;0;Sierra Leone;Africa;1.67664827
81;0;Singapore;Asia;54.25247957
